Ulasan,stemming,Errors
So bad.... Why i can't join in starbuck ? Why I can't make an account ? And why i don't get my OTP CODE ?,"['sok', 'bad', 'cant', 'join', 'starbuck', 'cant', 'pakai', 'account', 'dont', 'get', 'otp', 'code']",-1
Bagaimana saya mengetahui nomor kartu starbuck dan pin nya??,"['nomor', 'kartu', 'starbuck']",0
Nice,['nice'],0
Nice,['nice'],0
👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👍👍👍👍👍,[],0
Starhucks... Septy,"['starhucks', 'septy']",0
Ok,[],0
Mau daftar aja susah banget. Jadi berasa aplikasinya gak membantu sama sekali,"['daftar', 'sulit', 'banget', 'asa', 'aplikasi', 'bantu']",0
Tolong dong starbucks saya udah berkali kali log in di aplikasi nya tapi tidak perna dapat kode otp sms dari starbucks gmn saya mau log in ??,"['tolong', 'starbucks', 'kali', 'log', 'aplikasi', 'kode', 'otp', 'sms', 'starbucks', 'log']",-1
🍺,[],0
Good aplikasi,['aplikasi'],0
Mantappppp.......👍👍👍👍👍,['mantap'],0
"Kenapa ngga bisa top up ya? Abis klik nominal ngga lanjut ke step berikutnya, balik lagi ke pilihan nominal. Sebelumnya ngga gini padahal.","['top', 'up', 'habis', 'klik', 'nominal', 'step', 'pilih', 'nominal']",-1
"Aplikasi terlalu basic,tidak menarik. System masih eror","['aplikasi', 'basictidak', 'tarik', 'system', 'eror']",-1
"Tidak bisa daftar, fomat email tdk valid trs","['daftar', 'fomat', 'email', 'valid']",-1
Bagus banget,"['bagus', 'banget']",0
Apk jelek .lemot bgt.. udh gtu w ikutin sesuai petunjuk msukin member card..malah ke login n no membernya gada,"['apk', 'jelek', 'lot', 'banget', 'ikut', 'sesuai', 'tunjuk', 'msukin', 'member', 'cardmalah', 'login', 'membernya', 'enggak ada']",-1
Mantap,['mantap'],0
Minuman coffee favorite keluarga indonesia,"['minum', 'coffee', 'favorite', 'keluarga', 'indonesia']",0
"AUTO RE LOGIN TERUS, SURUH SET NEW PASSCODE MULU DENGAN KIRIM OTP KE EMAIL SANGAT MEREPOTKAN!!! SEPERTI TIDAK NIAT MEMBUAT APLIKASI, MUNGKIN KURANG PENGALAMAN DI DALAM MEMBUAT FIRE WALL PATCH KEAMANAN DATA PENGGUNA E KARTU STARBUCKS SEHINGGA DIBUAT AUTO RE LOGIN DENGAN CARA BUAT ULANG SET NEW PASSCODE. SANGAT SANGAT MEREPOTKAN!!!","['auto', 'login', 'suruh', 'set', 'new', 'passcode', 'mulu', 'kirim', 'otp', 'email', 'repot', 'niat', 'aplikasi', 'alam', 'fire', 'wall', 'patch', 'aman', 'data', 'guna', 'kartu', 'starbucks', 'auto', 'login', 'ulang', 'set', 'new', 'passcode', 'repot']",-1
"Really bad UI & UX, even to create a password requires many conditions.","['really', 'bad', 'ui', 'ux', 'even', 'create', 'password', 'requires', 'many', 'conditions']",-1
"Ini aplikasi tersulit saat mau join nya, padahal sdh ikutin semua direction","['aplikasi', 'sulit', 'join', 'ikut', 'direction']",-1
"Baru dwonload ni app, tp blm coba top up Bantu jawab yg loginnya susah dan tidak dapat kode verifikasi coba cek difitur email kalian dikategori promosi atau spam ya. Karna otp login yg saya terima pun masuk dispam","['dwonload', 'app', 'coba', 'top', 'up', 'bantu', 'loginnya', 'sulit', 'kode', 'verifikasi', 'coba', 'cek', 'difitur', 'email', 'kategori', 'promosi', 'spam', 'otp', 'login', 'terima', 'dispam']",1
Bintang yg bicara...nyesel download aplikasi ini,"['bintang', 'bicaranyesel', 'download', 'aplikasi']",0
"Penasaran dg aplikasi ini krn banyaknya komplain yg katanya susah bgt utk bikin account & login, ternyata ngga seperti yg dikomplain'in. It's so easy, man!!! Please be smart, less complaining!","['penasaran', 'aplikasi', 'banyak', 'komplain', 'sulit', 'banget', 'account', 'login', 'dikomplainin', 'its', 'sok', 'easy', 'smart', 'less', 'complaining']",0
"Sudah di install. Register via otp oke. Begitu login, minta verification via email. Ini yg masalah. Tolong perbaiki infrastrukturnya. Sudah, saya periksa di semua folder. Tidak ada.","['install', 'register', 'via', 'otp', 'login', 'verification', 'via', 'email', 'tolong', 'baik', 'infrastruktur', 'periksa', 'folder']",-1
Gak bisa login,['login'],-1
Kalau ada fasilitas topup itu yang benar. Selalu gangguan terus kalau mau topup. Buat apa ada fitur itu kalau tidak bisa!,"['fasilitas', 'topup', 'ganggu', 'topup', 'fitur']",-1
Bagus,['bagus'],0
Ga bisa masuk,[],-1
payahhh... tidak bisa registrasi.... sdh berulang.... buang2 waktu saja.... langsung uninstall aja gaes...,"['payah', 'registrasi', 'ulang', 'buang', 'uninstall']",-1
Aplikasi yang sangat buruk,"['aplikasi', 'buruk']",0
Memudahkan,['mudah'],0
Jelek,['jelek'],0
"Saya ini udah 2 tahun gak login ke akun & aplikasi starbucks. Saya juga lupa dengan password akun saya, diinget-inget juga saya lupa. Masa fitur forget password gak bisa, GAK JALAN! Server sibuk apalah. Gimana sih. Sayang banget itu akun saya. Mana ada reward welcome back gak bisa saya cek.","['login', 'akun', 'aplikasi', 'starbucks', 'lupa', 'password', 'akun', 'diingetinget', 'lupa', 'fitur', 'forget', 'password', 'jalan', 'server', 'sibuk', 'apa', 'sayang', 'banget', 'akun', 'reward', 'welcome', 'back', 'cek']",-1
Pendukung Zion*s,"['dukung', 'zions']",0
Damned!!,['damned'],0
Login susah,"['login', 'sulit']",-1
Kecewa lahhh...ribettt...otp...otp...gagal trusssss... Tdk puas nih....ternyata banyak yg complaint hal yg samaaa...tolong di perbaiki sistemnya....sekelas starbucks tp kok susaahhh yaaa...just masukan agar diperbaiki...dipermudah utk pelayanan terbaik...makasih,"['kecewa', 'lahhribettotpotpgagal', 'truss', 'puas', 'nihternyata', 'complaint', 'samaatolong', 'baik', 'sistemnyasekelas', 'starbucks', 'susaahh', 'yaajust', 'masuk', 'diperbaikidipermudah', 'layan', 'terbaikmakasih']",-1
App jancukon,"['app', 'jancukon']",0
"Mantap, mohon ditambahkan fitur history pembelian","['mantap', 'fitur', 'history', 'beli']",1
good!,[],0
Like,[],0
"Susah banget mau login, padahal udah bener semua email dan passwordnya Gimana solusinya ?","['sulit', 'banget', 'login', 'email', 'passwordnya', 'solusi']",-1
Tidak bs login 😭,['login'],-1
"kok login nya susah banget ga masuk2... sms nya ga dateng2... udah di retry terus tetep aja ga ada sms, padahal udah di otomatis","['login', 'sulit', 'banget', 'sms', 'retry', 'sms', 'otomatis']",-1
"Taste Starbucks selalu membuat perasaan ku jadi tenang..nyaman..hhmm fell free and happiness deh, deliciouss👌","['taste', 'starbucks', 'asa', 'ku', 'tenangnyamanhhmm', 'fell', 'happiness', 'deliciouss']",0
Otp gabisa uda 13x,"['otp', 'enggak bisa']",-1
"loginnya susah, mau sign in. disuruh masukin kode OTP di email, dimasukkan tetep gak bisa katanya kode salah. harap diperbaiki. jadinya uninstall dl....","['loginnya', 'sulit', 'sign', 'suruh', 'masuk', 'kode', 'otp', 'email', 'masuk', 'kode', 'salah', 'harap', 'baik', 'uninstall']",-1
Ok,[],0
Kenapa ga masuk2 w udah isi ulang pake atm ????,"['isi', 'ulang', 'pakai', 'atm']",-1
Sangat membantu! Trus tingkatkan pelayanan ya. Thanks :),"['bantu', 'tingkat', 'layan', 'thanks']",0
Kangen.. Ketemu anak yg HILANG..Karena Covid 19..,"['kangen', 'ketemu', 'anak', 'hilangkarena', 'covid']",0
Pokoke is the beat,"['pokoke', 'beat']",0
Saya jarang keSB karena pandemi tiba tiba saldo saya hilang 🤣🤣🤣,"['jarang', 'kesb', 'pandemi', 'saldo', 'hilang']",0
Mw daftar saya tdk bisa,['daftar'],-1
Good,[],0
sy binggung cra daftarny,"['binggung', 'cra', 'daftarny']",0
Kenapa saya gak bisa login kembali ya,['login'],-1
Kenapa ada selalu ada tulisan your sesion is already expired Dan saya coba masuk ga ada nomor otp nya,"['tulis', 'your', 'sesion', 'already', 'expired', 'coba', 'nomor', 'otp']",-1
Terimakasih reaward Rp 1 nya 🙏😀👍,"['terimakasih', 'reaward', 'rp']",0
G bisa daftar. Unlimited loading,"['daftar', 'unlimited', 'loading']",-1
"Saya kasih bintang 5 ,meski saya belum tahu membuktikan saldo saya bisa masuk apa tidak..","['kasih', 'bintang', 'bukti', 'saldo']",0
Admin ini gimana ya Maksudnya bacaan ini apa ya( AT LEAST ONE SPECIAL CHARACTER) ga paham saya bikin akun disitu doang gabisa,"['admin', 'maksud', 'baca', 'least', 'one', 'special', 'character', 'paham', 'akun', 'situ', 'doang', 'enggak bisa']",-1
"Kenapa saya tidak dapat nomo otpnya padahal udah berkali kali aku coba tapi tidak bisa, nomor udah sama,dan udah pakai Imel tetap tidak bisa,dan nomor otpnya tidak ada udah hapus aplikasinya dan download lagi tetap tidak bisa pas lagi di Starbucks nya aku tanya sama stafnya,stafnya bilang mungkin jaringan... Dan aku tes dirumah tetap tidak bisa. Bagaimana ini klo gitu aku engga usah download ini aplikasi nya.... (Semoga bisa paham)","['nomo', 'otpnya', 'kali', 'coba', 'nomor', 'samad', 'pakai', 'imel', 'bisadan', 'nomor', 'otpnya', 'hapus', 'aplikasi', 'download', 'pas', 'starbucks', 'stafnyastafnya', 'jaring', 'tes', 'rumah', 'download', 'aplikasi', 'moga', 'paham']",-1
Ok,[],0
Bgs,['bagus'],0
SANGAT BURUK SEKALI .....!!!!!!,['buruk'],0
Kenapa kode otp nya pas masuk gagal mulu,"['kode', 'otp', 'pas', 'gagal', 'mulu']",-1
Bagus sihb,"['bagus', 'sihb']",0
Ok star,['star'],0
Ga bsa masuk.. Stuck,['stuck'],-1
⭐⭐⭐⭐⭐,[],0
Mempermudah dalam bertransaksi serta pengecekan jumlah rewards kita juga dapat mengetahui history transaksi.Pembayaran dengan tap tombol pay akan keluar semacam barcode arahkan ke scanner yang ada di kasir starbucks.,"['mudah', 'transaksi', 'kece', 'rewards', 'history', 'transaksipembayaran', 'tap', 'tombol', 'pay', 'barcode', 'arah', 'scanner', 'kasir', 'starbucks']",0
KENAPA KODE OTP TIDAK TERKIRIM KE SMS SAYA,"['kode', 'otp', 'kirim', 'sms']",-1
Top,['top'],0
Pembayaran di aplikasi berbayar kenapa tidak bisa masuk ke sini ya,"['bayar', 'aplikasi', 'bayar']",-1
"Aplikasi sangat ribet, membosan kan, masih banyak coffee yang lain yang saya minat, udah mahal rasanya sama saja sama kopi whaik coffee","['aplikasi', 'ribet', 'bos', 'coffee', 'minat', 'mahal', 'kopi', 'whaik', 'coffee']",0
Cakep,['cakep'],0
Top,['top'],0
tolong Code starbuck ditambahkan,"['tolong', 'code', 'starbuck']",-1
Ternyata kalau sudah jadi Starbucks Premium nomor hp nggak bisa di ganti. Gimana jadinya kalau nomor yg udah g aktif dipake orang lain? Tolong dipikir lagi agar bisa ganti nomor. Kalau gini kan jadi susah juga Costumer nya.,"['starbucks', 'premium', 'nomor', 'handphone', 'ganti', 'nomor', 'aktif', 'pakai', 'tolong', 'pikir', 'ganti', 'nomor', 'sulit', 'costumer']",-1
"Kenapa saat saya masukin nomor hp, dibilang invalid? Padahal nomornya udah benar","['masuk', 'nomor', 'handphone', 'bilang', 'invalid', 'nomor']",-1
Ikutan member kok mlh jd ribet gini.. ga bs diakses kodenya utk msk sign in pdhl udh daftar baru.. gmn ia crnya utk komplen nya???.,"['ikut', 'member', 'ribet', 'akses', 'kode', 'sign', 'daftar', 'crnya', 'komplen']",-1
Baik,[],0
Kenapa selalu loading lama sekali kalah mendaftar tapi ujung2nya tidak terdaftar dan saatbmendaaftar ulang dengan nomer yang sama malah sudah terpakai ? Login dengan email yang di daftarkan tidak bisa bagaimana ini?,"['loading', 'kalah', 'daftar', 'ujung', 'daftar', 'saatbmendaaftar', 'ulang', 'nomer', 'pakai', 'login', 'email', 'daftar']",-1
Ok Google,['google'],0
Gimana sih cara mendaftar nya... Ko saya gak bisa bisa. Pada hal sdh mengikuti syarat nya. Tp gak bisa lanjut,"['daftar', 'ikut', 'syarat']",-1
Simple and gampang,"['simple', 'gampang']",0
Ok,[],0
Dah 2 hari ga bisa download aplikasinya. Tertunda mulu,"['download', 'aplikasi', 'tunda', 'mulu']",-1
Tidak bisa login setelah input yang pertama. Selalu dibilang salah username dan password tapi setiap pilih menu reset dan disuruh input password baru begitu langkah berikutnya dibilang password gak bisa direset. Bikin frustasi aja rasanya,"['login', 'input', 'bilang', 'salah', 'username', 'password', 'pilih', 'menu', 'reset', 'suruh', 'input', 'password', 'langkah', 'bilang', 'password', 'direset', 'frustasi']",-1
"apps nya keren sih.. pertahankan, dan tingkatkan lagi","['apps', 'keren', 'tahan', 'tingkat']",0
Saya punya giftcard tapi kenapa pas di klik tidak keluar kode dan pin? Link nya juga tidak bisa di buka. Tolong dibantu,"['giftcard', 'pas', 'klik', 'kode', 'link', 'buka', 'tolong', 'bantu']",-1
Banyak promo menarik,"['promo', 'tarik']",1
Mantuul banget,"['mantuul', 'banget']",0
Bagus aplikasinya. Mudah pembayarannya. Informasi terupdate selalu.,"['bagus', 'aplikasi', 'mudah', 'bayar', 'informasi', 'terupdate']",0
good,[],0
"Ribed iih harus satu"" gak bisa langsung pas join nya,","['ribed', 'pas', 'join']",-1
Kenapa harus di klik satu-satu dlu sih untuk masukkan pin?,"['klik', 'satusatu', 'masuk']",-1
Mangstabb bingitz,"['mangstabb', 'bingitz']",0
Tidak ada kendala apapun. Gausah ribet lg bawa kartu fisik. Hihi suka💕,"['kendala', 'apa', 'enggak usah', 'ribet', 'bawa', 'kartu', 'fisik', 'suka']",0
Bikin password aja menyusahkan,"['password', 'susah']",0
Jooozzzz Mantaaaab,"['joozz', 'mantaab']",0
Paling disukai sma org baik anak2 sampek tua2 ....tingkatkan terus...byk2 promo dech....,"['suka', 'anak', 'tua', 'tingkat', 'terusbyk', 'promo']",1
👍,[],0
good,[],0
"Ribet banget asli masukin PIN kudu klik kotak dulu baru ketik, harusnya otomatis pindah ke kotak selanjutnya dan bisa langsuk ketik PIN tanpa harus klik kotak. Bayangin aja ke enam kotaknya harus klik baru ketik, buang2 waktu.","['ribet', 'banget', 'asli', 'masuk', 'klik', 'kotak', 'ketik', 'otomatis', 'pindah', 'kotak', 'langsuk', 'ketik', 'klik', 'kotak', 'bayang', 'enam', 'kotak', 'klik', 'ketik', 'buang']",-1
Tempat Tongkrongan Mengasikkan 😉🙂,"['tongkrong', 'mengasikkan']",0
Oke,[],0
"Lagi error ya? Ko gabisa top up deh nge load melulu Udah di install ulang ttp gabisa ,hadeuhh..bikin ribet begini tau ga","['error', 'enggak bisa', 'top', 'up', 'load', 'melulu', 'install', 'ulang', 'enggak bisa', 'hadeuhhbikin', 'ribet']",-1
Good job,['job'],0
Turbo vpn,"['turbo', 'vpn']",0
"Tolong dong di perbaiki lagi app nya, gagal login terus","['tolong', 'baik', 'app', 'gagal', 'login']",-1
"Sejauh ini menggunakan apk starbucks tidak ada kendala, semoga kedepan nya terus seperti ini. Saya ada masukan, kalau bisa di apk starbucks untuk menu merchandise nya dilengkapi dan juga disertakan dengan harga nya, menurut saya itu akan lebih menarik. -terima kasih","['apk', 'starbucks', 'kendala', 'moga', 'depan', 'masuk', 'apk', 'starbucks', 'menu', 'merchandise', 'lengkap', 'serta', 'harga', 'tarik', 'terima', 'kasih']",0
Bagus,['bagus'],0
Iiich sediiih bner level gw turun ke green lagiii.. padahal udah cape ke gold level...😭😭,"['iiich', 'sediih', 'level', 'turun', 'green', 'capek', 'gold', 'level']",-1
tidak bisa sign up pada aplikasi... internal error,"['sign', 'up', 'aplikasi', 'internal', 'error']",-1
Wew komentarnya pada kasih - semua... Uninstal ahhh 😉,"['wew', 'komentar', 'kasih', 'uninstal']",0
Aku suka makanan dan minuman kopi kesukaan aku kawan,"['suka', 'makan', 'minum', 'kopi', 'suka', 'kawan']",0
mantab,['mantab'],0
👍,[],0
"Hari ini ikut promo top up pay day 200rb, biasa dapet free minuman, tapi hari ini ga dapet.","['promo', 'top', 'up', 'pay', 'day', 'ribu', 'minum']",-1
Mau tanya ini untuk menggunakan reward voucher Rp 1 utk pembelian kopi syarat n ketentuan nya apa ya...terus hrs top up minimal berapa ....tq,"['reward', 'voucher', 'rp', 'beli', 'kopi', 'syarat', 'tentu', 'yaterus', 'top', 'up', 'minimal', 'tq']",0
"Saya sudah bikin member card di toko. Knp tidak bisa di tambahin di akun Starbucks nya ya. Infonya no kartu salah, padahal saya baru bikin member cardnya","['member', 'card', 'toko', 'tambah', 'akun', 'starbucks', 'info', 'kartu', 'salah', 'member', 'cardnya']",-1
Menyenangkan dan menenangkan,"['senang', 'tenang']",0
Menurut Gue starbuck emang Bagus ya pelayanannya. kalo ke gerai mana pun gue selalu dilayani dengan baik. kadang pake kartu kredit dapet Kopi gratis. tiap ulang tahun dikasi Cake dan Kopi gratis. yg ngasi bintang jelek belom ngerti kegunaan dan manfaatnya..,"['starbuck', 'bagus', 'layan', 'gerai', 'layan', 'kadang', 'pakai', 'kartu', 'kredit', 'kopi', 'gratis', 'ulang', 'kasi', 'cake', 'kopi', 'gratis', 'asih', 'bintang', 'jelek', 'bom', 'erti', 'guna', 'manfaat']",0
Perfect,['perfect'],0
aplikasi tidak berguna,"['aplikasi', 'guna']",0
orang mau registrasi mau topup lemott banget kya org mau minta ngopi gratisss heran,"['registrasi', 'topup', 'lemott', 'banget', 'kaya', 'ngopi', 'gratis', 'heran']",-1
Good experience,['experience'],0
Excellent!,['excellent'],0
Sukaaaaa,['suka'],0
Awesome,['awesome'],0
Pelayanan nya bagus,"['layan', 'bagus']",0
Lifestyle trensetter check,"['lifestyle', 'trensetter', 'check']",0
Sangat bagus,['bagus'],0
Coooooooool,['cool'],0
Best,['best'],0
great apps,"['great', 'apps']",0
Baik cepat,['cepat'],0
banyakin promo buy 1 get 1👍,"['banyak', 'promo', 'buy', 'get']",0
Goood apps,['apps'],0
👍🏻👍🏻👍🏻,[],0
Mangstab,['mangstab'],0
okayyy,['okayy'],0
baguss,['bagus'],0
Masuknya susah bro,"['masuk', 'sulit']",-1
good job,['job'],0
Good,[],0
Halo min. Kok saya ga bisa masuk dengan alasan. Server terkini sedang tidak tersedia. Tolong di proses ya min thank you.,"['alas', 'server', 'kini', 'sedia', 'tolong', 'proses', 'thank']",-1
I like it,[],0
Bagus,['bagus'],0
Saya baru beli card starbucks. Terus saya sudah daftarin lalu mau sign in ga bisa terus pas mau isi otp dari email. Sia-sia dong saya beli. Kecewa !,"['beli', 'card', 'starbucks', 'daftarin', 'sign', 'pas', 'isi', 'otp', 'email', 'siasia', 'beli', 'kecewa']",-1
Mw daftar g bisa masukin tanggal lagir. Setiap klik tanggal lahir aplikasi lsg crash dan menutup sentiri. Sdh 2 hati spt terus.,"['daftar', 'masuk', 'tanggal', 'lagir', 'klik', 'tanggal', 'lahir', 'aplikasi', 'crash', 'tutup', 'sentiri', 'hati']",-1
Sy ga bisa,[],-1
Terjadi error untuk kartu edisi yang terbaru yang seperti itu,"['error', 'kartu', 'edisi', 'baru']",-1
ga bisa login 😂,['login'],-1
"Gaess! Aku tidak mengerti aplikasi anda ini.masalahnya aku tidak bisa masuk login diaplikasi anda ini.sudah berulangkali aku coba login masuk tp,akhir nya nihil jg gaess.jd mohon maaf sebelumnya nya,aplikasi anda harus aku hapus dari akun aku gaess🙆trmksh 🤗🤗🤗","['erti', 'aplikasi', 'inimasalahnya', 'login', 'aplikasi', 'inisudah', 'berulangkali', 'coba', 'login', 'tpakhir', 'nihil', 'gaessjd', 'maaf', 'nyaaplikasi', 'hapus', 'akun', 'gaesstrmksh']",-1
"Hi starbucks, gimana cara lihat transaksi terakhir?","['hi', 'starbucks', 'transaksi']",0
ntap,['mantap'],0
"Aplikasi kurang baik dalam hal penyimpanan saldo, terlalu serakah untuk menggunakan saldo, isi saldo 100rb itu hanya untuk minum kopi aja, seharusnya saldo bisa ditransfer sesama member sbux card dan lebih baik lagi bs ditransfer ke rekening bank kita dan bisa top up lewat bank, jangan top up di outlet aja","['aplikasi', 'simpan', 'saldo', 'serakah', 'saldo', 'isi', 'saldo', 'ribu', 'minum', 'kopi', 'saldo', 'transfer', 'member', 'sbux', 'card', 'transfer', 'rekening', 'bank', 'top', 'up', 'bank', 'top', 'up', 'outlet']",-1
